geoid10,landareasqm,waterareasqm,intptlat10,intptlon10,historicalgrizzlyrange,disttocurrentgrizzlyrangem,dev_share,crop_share,pasture_share,gasslands_share,startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,q_recaptchascore,q_ballotboxstuffing,state,q27,q29,q1,q2,q3,q35,q54_1,q54_2,q54_3,q28_1,q28_2,q28_3,q3645,q20,q32,q21,q22,q23,q25,q24,q26,q3654,q30,q31,q34,opp,transaction_id,svid,rid,risn,gc,term,region,ls,ps
21108,33843589,186376,39.090305,-76.621262,0,2703305,.34,0,.029999999,0,2023-05-30T08:44:38Z,2023-05-30T08:50:32Z,IP Address,174.196.138.224,100,353,TRUE,2023-05-30T08:50:32Z,R_3Gy5Up4Ti5AvICH,NA,NA,NA,NA,38.815498,-77.120499,anonymous,EN,1,NA,Maryland,35 to 44 years,Male,Slightly important,Not informed at all,Not informed at all,NA,5+,3,1,Unlimited (never remove),3,1,Increase (more lenient) thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Moderate,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],3jp2WI2rkgsaqziDeYjc2B,15954811,NA,NA,1,NA,National,{Invalid Expression},696
21117,84222459,443963,39.42757,-76.775757,0,2676533,.40000001,0,.059999999,.0099999998,2023-05-30T08:37:25Z,2023-05-30T08:46:13Z,IP Address,68.134.115.105,100,528,TRUE,2023-05-30T08:46:13Z,R_263y4B6RILjhEKD,NA,NA,NA,NA,39.423401,-76.776199,anonymous,EN,1,NA,Maryland,65 to 74 years,Female,Very important,Slightly informed,Not informed at all,NA,2,4,2,3,4,4,Increase (more lenient) thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Moderate,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],0icZ2RnSaGPSAzGSF6pMkL,15954811,NA,NA,1,NA,National,{Invalid Expression},696
21157,198576946,396287,39.548569,-76.983559,0,2655187,.14,.19,.13,.02,2023-05-30T09:16:29Z,2023-05-30T09:19:43Z,IP Address,172.58.242.18,100,193,TRUE,2023-05-30T09:19:43Z,R_28GrDYUk5MRdVf9,NA,NA,NA,NA,38.894001,-77.036499,anonymous,EN,0.8999999761581421,NA,Maryland,18 to 19 years,Female,Important,Not informed at all,Not informed at all,NA,4,5+,3,2,1,4,Increase (more lenient) thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Very liberal,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],0QiGwcdJFpKtmBkXhKdZkn,15954811,NA,NA,1,NA,National,{Invalid Expression},696
21201,3348739,0,39.294819,-76.622223,0,2694477,1,0,0,0,2023-05-30T08:58:25Z,2023-05-30T09:02:46Z,IP Address,216.66.121.122,100,261,TRUE,2023-05-30T09:02:47Z,R_1BWd2slwcIG63XL,NA,NA,NA,NA,43.6171,-72.9636,anonymous,EN,0.8999999761581421,NA,Vermont,20 to 24 years,Male,Very important,Informed,Slightly informed,NA,5+,3,1,Unlimited (never remove),4,1,Increase (more lenient) thresholds,More than 15 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Liberal,"Between $65,000 and $74,999",Qual37847-0505-GrizzlyBears-[BM],7lma0VRDlz65DLg6pRTYbk,15905568,NA,NA,1,NA,National,{Invalid Expression},593
21222,28394455,5705215,39.264839,-76.492569,0,2705986,.75999999,0,0,0,2023-05-30T08:12:19Z,2023-05-30T08:16:28Z,IP Address,71.121.145.110,100,248,TRUE,2023-05-30T08:16:28Z,R_UoaaWLh0uuCGWMF,NA,NA,NA,NA,39.261902,-76.499199,anonymous,EN,1,NA,Maryland,25 to 34 years,Female,Very important,Slightly informed,Not informed at all,NA,2,1,1,Unlimited (never remove),3,2,Do not change thresholds,More than 15 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Moderate,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],63pAfM8vBLH7HwTwiFhrGk,15954811,NA,NA,1,NA,National,{Invalid Expression},696
21227,29876645,556260,39.239971,-76.679451,0,2692236,.66000003,0,0,0,2023-05-30T08:28:28Z,2023-05-30T08:32:15Z,IP Address,107.116.79.86,100,226,TRUE,2023-05-30T08:32:16Z,R_2TM0oLXDSXbA6AP,NA,NA,NA,NA,38.894001,-77.036499,anonymous,EN,0.800000011920929,NA,Maryland,35 to 44 years,Female,Important,Not informed at all,Not informed at all,NA,4,3,5+,4,4,2,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Moderate,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],2Ok7Fb11Kh4BTcEagwihYl,15954811,NA,NA,1,NA,National,{Invalid Expression},696
21227,29876645,556260,39.239971,-76.679451,0,2692236,.66000003,0,0,0,2023-05-31T15:43:58Z,2023-05-31T15:47:19Z,IP Address,71.244.198.95,100,200,TRUE,2023-05-31T15:47:19Z,R_2b1R7OnpuIwU58J,NA,NA,NA,NA,39.2812,-76.740601,anonymous,EN,1,NA,Maryland,25 to 34 years,Male,Slightly important,Not informed at all,Not informed at all,NA,1,2,4,1,2,4,Increase (more lenient) thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],7IaHTb17f2a5gv9VR8ZoK3,15954811,NA,NA,1,NA,National,{Invalid Expression},696
21286,22094732,1040143,39.411835,-76.573235,0,2693194,.47999999,0,.039999999,0,2023-05-30T08:44:56Z,2023-05-30T08:50:31Z,IP Address,98.204.159.250,100,334,TRUE,2023-05-30T08:50:31Z,R_2sYiP5lUNDa3qkj,NA,NA,NA,NA,39.386002,-76.540001,anonymous,EN,1,NA,Maryland,25 to 34 years,Male,Important,Slightly informed,Slightly informed,NA,3,3,3,5+,5+,5+,Increase (more lenient) thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],0WlYCY9D5GlN26RHDGbvCJ,15954811,NA,NA,1,NA,National,{Invalid Expression},696
21502,232065014,4127191,39.643696,-78.755142,0,2509920,.19,.0099999998,.059999999,.0099999998,2023-05-30T08:53:33Z,2023-05-30T08:56:58Z,IP Address,137.103.150.53,100,204,TRUE,2023-05-30T08:56:58Z,R_1o7JZdZlmxEkioG,NA,NA,NA,NA,39.654499,-78.766502,anonymous,EN,1,NA,Maryland,35 to 44 years,Female,Important,Slightly informed,Slightly informed,NA,1,4,5+,Unlimited (never remove),4,1,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],2jR76q8SbLHuxIORTrvbH7,15954811,NA,NA,1,NA,National,{Invalid Expression},696
21658,101982491,18612397,38.944267,-76.143936,0,2748260,.050000001,.38999999,.0099999998,0,2023-05-30T08:33:09Z,2023-05-30T08:39:38Z,IP Address,146.168.227.43,100,388,TRUE,2023-05-30T08:39:39Z,R_2z8zWmnRQkaojj2,NA,NA,NA,NA,39.002499,-76.142403,anonymous,EN,0.8999999761581421,NA,Maryland,65 to 74 years,Female,Very important,Not informed at all,Not informed at all,NA,3,2,1,Unlimited (never remove),2,1,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Moderate,"Between $65,000 and $74,999",Qual37847-0505-GrizzlyBears-[BM],2gVFkQrUrQZw1ZwtxRkvHJ,15954811,NA,NA,1,NA,National,{Invalid Expression},696
21704,67921767,398781,39.354885,-77.3759,0,2631988,.22,.19,.18000001,.029999999,2023-05-30T08:10:27Z,2023-05-30T08:13:50Z,IP Address,73.231.235.137,100,203,TRUE,2023-05-30T08:13:51Z,R_Xwjg35tLwb1wnVD,NA,NA,NA,NA,37.183498,-121.7714,anonymous,EN,1,NA,Maryland,75 to 84 years,Male,Very important,Very informed,Informed,NA,3,3,3,4,4,4,Do not change thresholds,6 to 10 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Graduate Degree,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],34euoECwhRQF8Ew5Etai1Z,15954811,NA,NA,1,NA,National,{Invalid Expression},696
21740,180880108,758494,39.631901,-77.743889,0,2590989,.30000001,.22,.12,.0099999998,2023-05-30T09:00:44Z,2023-05-30T09:04:23Z,IP Address,96.239.130.198,100,219,TRUE,2023-05-30T09:04:24Z,R_bxOn0Mb8yrQ6CA1,NA,NA,NA,NA,39.6343,-77.733704,anonymous,EN,1,NA,Maryland,65 to 74 years,Female,Important,Slightly informed,Not informed at all,NA,2,1,1,3,2,1,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Conservative,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],6EB5cMlEpTmo204dhKHOYq,15954811,NA,NA,1,NA,National,{Invalid Expression},696
21742,130703284,73363,39.678219,-77.652718,0,2596370,.25,.30000001,.13,.0099999998,2023-05-30T08:38:51Z,2023-05-30T08:41:34Z,IP Address,24.170.253.154,100,162,TRUE,2023-05-30T08:41:34Z,R_3IbnnBunU2U3KqR,NA,NA,NA,NA,39.6343,-77.733704,anonymous,EN,0.8999999761581421,NA,Maryland,45 to 54 years,Female,Important,Not informed at all,Slightly informed,NA,1,2,5+,Unlimited (never remove),Unlimited (never remove),Unlimited (never remove),Do not change thresholds,More than 15 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Graduate Degree,Moderate,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],04BO4NKFBX0ad2IcUCuTYi,15954811,NA,NA,1,NA,National,{Invalid Expression},696
21804,192431695,1392525,38.314083,-75.532104,0,2824402,.15000001,.12,0,0,2023-05-30T08:33:21Z,2023-05-30T08:38:51Z,IP Address,73.128.57.126,100,329,TRUE,2023-05-30T08:38:51Z,R_2X1JPzczKbHuS3w,NA,NA,NA,NA,38.3792,-75.630699,anonymous,EN,1,NA,Maryland,65 to 74 years,Female,Important,Not informed at all,Not informed at all,NA,5+,5+,4,Unlimited (never remove),5+,2,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],2J1Vsf6LoRF5JDZ6yLN6ON,15954811,NA,NA,1,NA,National,{Invalid Expression},696
22025,17648665,417143,38.597729,-77.339455,0,2666722,.41999999,0,0,0,2023-05-30T11:12:34Z,2023-05-30T11:29:28Z,IP Address,108.31.30.111,100,1014,TRUE,2023-05-30T11:29:29Z,R_20ZHAtUfjHMDoMw,NA,NA,NA,NA,38.632599,-77.266098,anonymous,EN,0.8999999761581421,NA,Virginia,55 to 59 years,Male,Important,Not informed at all,Not informed at all,NA,4,3,2,5+,4,3,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Associate degree,Moderate,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],70zFPQY7555nwuW7z6erFE,15954811,NA,NA,1,NA,National,{Invalid Expression},696
22041,7226967,348992,38.849319,-77.141472,0,2672153,.70999998,0,0,0,2023-05-30T11:12:04Z,2023-05-30T11:16:05Z,IP Address,71.246.212.216,100,240,TRUE,2023-05-30T11:16:06Z,R_2wH6AZFLhi3VC4u,NA,NA,NA,NA,38.846401,-77.145699,anonymous,EN,0.8999999761581421,NA,Virginia,60 to 64 years,Male,Important,Not informed at all,Not informed at all,NA,2,5+,5+,Unlimited (never remove),Unlimited (never remove),Unlimited (never remove),Do not change thresholds,No visits in past five years,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Associate degree,Moderate,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],1ixAqJVJUkboN8HsfjZVPN,15954811,NA,NA,1,NA,National,{Invalid Expression},696
22306,18755249,193383,38.74979,-77.107399,0,2679931,.47,0,0,0,2023-05-30T10:44:12Z,2023-05-30T10:47:56Z,IP Address,172.58.188.114,100,224,TRUE,2023-05-30T10:47:57Z,R_3hhzoEDhVgtgWbK,NA,NA,NA,NA,38.894001,-77.036499,anonymous,EN,0.8999999761581421,NA,Virginia,35 to 44 years,Male,Important,Slightly informed,Not informed at all,NA,1,3,4,4,2,1,Decrease (more strict) thresholds,6 to 10 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Conservative,"$200,000 or more",Qual37847-0505-GrizzlyBears-[BM],6o1mI1u5gPJ0ErZyRiB461,15954811,NA,NA,1,NA,National,{Invalid Expression},696
22315,14161424,400269,38.758335,-77.151199,0,2675330,.44,0,0,0,2023-05-30T12:24:15Z,2023-05-30T12:26:51Z,IP Address,100.15.69.203,100,156,TRUE,2023-05-30T12:26:53Z,R_3dNiDoPdi9c7g9b,NA,NA,NA,NA,38.778301,-77.121902,anonymous,EN,1,NA,Virginia,20 to 24 years,Male,Important,Not informed at all,Slightly informed,NA,5+,4,4,4,4,3,Decrease (more strict) thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],2RagoOQURICcXYIetbqWGg,15954811,NA,NA,1,NA,National,{Invalid Expression},696
22655,91139265,349604,39.066334,-78.209175,0,2576909,.20999999,.029999999,.28,.02,2023-05-30T08:39:53Z,2023-05-30T08:43:56Z,IP Address,71.63.8.201,100,242,TRUE,2023-05-30T08:43:56Z,R_6EG69XWPSwS5JHH,NA,NA,NA,NA,39.148701,-78.263702,anonymous,EN,1,NA,Virginia,45 to 54 years,Male,Important,Slightly informed,Informed,NA,3,4,3,3,4,4,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Graduate Degree,Liberal,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],7cvaxpj6qCf64WssYjxuiq,15954811,NA,NA,1,NA,National,{Invalid Expression},696
22701,423189273,3526555,38.438778,-77.996262,0,2620790,.059999999,.11,.23,.02,2023-05-30T08:27:06Z,2023-05-30T08:30:45Z,IP Address,173.72.169.103,100,219,TRUE,2023-05-30T08:30:46Z,R_3KTlO4nMlPyhEPb,NA,NA,NA,NA,38.508301,-77.994301,anonymous,EN,1,NA,Virginia,35 to 44 years,Female,Slightly important,Not informed at all,Not informed at all,NA,5+,3,2,Unlimited (never remove),3,2,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Conservative,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],4Fh3f7PwU9cQSNHJI8D8sJ,15954811,NA,NA,1,NA,National,{Invalid Expression},696
23188,253797874,26465983,37.342937,-76.763855,0,2768276,.14,.029999999,.0099999998,0,2023-05-30T08:14:44Z,2023-05-30T08:20:39Z,IP Address,72.218.75.56,100,355,TRUE,2023-05-30T08:20:40Z,R_0ugZmvua8K70ExP,NA,NA,NA,NA,37.319698,-76.762497,anonymous,EN,0.8999999761581421,NA,Virginia,55 to 59 years,Female,Important,Not informed at all,Not informed at all,NA,3,2,1,4,2,1,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Moderate,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],1mjHQ59rtIr0iJb1YiycOW,15954811,NA,NA,1,NA,National,{Invalid Expression},696
23233,32083616,372273,37.646431,-77.624237,0,2684138,.64999998,.029999999,0,0,2023-05-30T09:39:13Z,2023-05-30T09:41:46Z,IP Address,73.147.30.40,100,152,TRUE,2023-05-30T09:41:47Z,R_1mIZ1TrdMhxn72l,NA,NA,NA,NA,36.6152,-78.613098,anonymous,EN,0.8999999761581421,NA,Virginia,60 to 64 years,Male,Very important,Slightly informed,Slightly informed,NA,5+,3,2,Unlimited (never remove),Unlimited (never remove),Unlimited (never remove),Increase (more lenient) thresholds,More than 15 times,Agree,1 to 5 times,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Conservative,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],5BT5EIsXkIQ4r7qMKuWxtu,15954811,NA,NA,1,NA,National,{Invalid Expression},696
23234,51310314,1530908,37.451424,-77.470657,0,2704931,.67000002,0,0,0,2023-05-30T11:57:04Z,2023-05-30T12:00:41Z,IP Address,174.206.33.185,100,217,TRUE,2023-05-30T12:00:42Z,R_SQckYMYP9Wu2zUl,NA,NA,NA,NA,37.5462,-78.851997,anonymous,EN,0.8999999761581421,NA,Virginia,75 to 84 years,Male,Very important,Not informed at all,Not informed at all,NA,2,2,2,3,3,3,Increase (more lenient) thresholds,11 to 15 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Conservative,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],1OV3qmLhrAcA9mFzG4AABO,15954811,NA,NA,1,NA,National,{Invalid Expression},696
23236,37583482,22977,37.475811,-77.585281,0,2694431,.63,.029999999,0,0,2023-05-30T09:40:37Z,2023-05-30T09:47:54Z,IP Address,71.251.229.130,100,437,TRUE,2023-05-30T09:47:55Z,R_2eaFH95hF5F3sBc,NA,NA,NA,NA,37.472801,-77.590599,anonymous,EN,0.8999999761581421,NA,Virginia,65 to 74 years,Male,Very important,Slightly informed,Slightly informed,NA,4,3,2,5+,4,3,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"$200,000 or more",Qual37847-0505-GrizzlyBears-[BM],2uTEtAWCTo2TWT4kKBhBMy,15905568,NA,NA,1,NA,National,{Invalid Expression},593
23320,82167958,5153874,36.762287,-76.211647,0,2837399,.47999999,.02,0,0,2023-05-30T09:25:43Z,2023-05-30T09:32:26Z,IP Address,68.231.255.102,100,403,TRUE,2023-05-30T09:32:27Z,R_1jSLJBr0WLC40O6,NA,NA,NA,NA,36.803001,-76.274399,anonymous,EN,0.800000011920929,NA,Virginia,65 to 74 years,Male,Important,Not informed at all,Not informed at all,NA,3,2,1,3,2,1,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Conservative,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],1unJfOTx1CMpvawWb2vZgv,15954811,NA,NA,1,NA,National,{Invalid Expression},696
23413,32659252,2607414,37.472851,-75.857765,0,2836148,.059999999,.28,0,0,2023-05-30T08:48:02Z,2023-05-30T08:50:26Z,IP Address,75.136.252.92,100,143,TRUE,2023-05-30T08:50:27Z,R_25tOn96S5bYg4cz,NA,NA,NA,NA,37.282398,-75.973503,anonymous,EN,0.800000011920929,NA,Virginia,25 to 34 years,Female,Important,Not informed at all,Not informed at all,NA,2,2,1,4,4,4,Increase (more lenient) thresholds,1 to 5 times,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Associate degree,Liberal,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],5HqhJezTDsFWtxPQ6cwXDU,15954811,NA,NA,1,NA,National,{Invalid Expression},696
23455,42591343,7772219,36.892998,-76.14711,0,2837190,.74000001,0,0,0,2023-05-30T08:04:46Z,2023-05-30T08:09:34Z,IP Address,68.10.225.58,100,287,TRUE,2023-05-30T08:09:35Z,R_rkmajSA5IRCJ0rv,NA,NA,NA,NA,36.856602,-75.9832,anonymous,EN,1,NA,Virginia,75 to 84 years,Male,Slightly important,Not informed at all,Not informed at all,NA,5+,3,1,4,3,1,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Moderate,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],0xwqsYAaN6weXPkOia3Z5b,15954811,NA,NA,1,NA,National,{Invalid Expression},696
23505,16486060,2765285,36.914219,-76.289406,0,2824556,.70999998,0,0,0,2023-05-30T09:12:02Z,2023-05-30T09:14:54Z,IP Address,75.249.243.36,100,172,TRUE,2023-05-30T09:14:55Z,R_QcBJ3rUv7zssDFT,NA,NA,NA,NA,36.781601,-76.074997,anonymous,EN,1,NA,Virginia,55 to 59 years,Male,Very important,Informed,Informed,NA,3,3,3,3,4,4,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Very conservative,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],43HrjUntwTxEA797igMfML,15954811,NA,NA,1,NA,National,{Invalid Expression},696
23666,51250653,1930269,37.05814,-76.406647,0,2808663,.69999999,.02,0,0,2023-05-30T08:12:56Z,2023-05-30T08:20:27Z,IP Address,108.17.147.89,100,451,TRUE,2023-05-30T08:20:28Z,R_3JD8c50nMKsSrBX,NA,NA,NA,NA,37.044998,-76.4067,anonymous,EN,0.8999999761581421,NA,Virginia,25 to 34 years,Female,Important,Not informed at all,Not informed at all,NA,5+,3,1,3,2,1,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Very liberal,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],2c7WEXg5QABgWCjqqZvPPC,15954811,NA,NA,1,NA,National,{Invalid Expression},696
23701,19360851,2083102,36.813709,-76.370338,0,2822275,.75999999,0,0,0,2023-05-30T09:41:24Z,2023-05-30T09:50:25Z,IP Address,72.84.71.116,100,541,TRUE,2023-05-30T09:50:26Z,R_2whP27pCWUp4WYl,NA,NA,NA,NA,36.807098,-76.365799,anonymous,EN,1,NA,Virginia,65 to 74 years,Male,Important,Not informed at all,Not informed at all,NA,3,1,1,3,1,1,Increase (more lenient) thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Bachelor degree,Liberal,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],2w2ShAzWt40IQksBA1Er7G,15905568,NA,NA,1,NA,National,{Invalid Expression},593
23805,189871077,941633,37.138546,-77.403473,0,2724322,.11,.090000004,0,.02,2023-05-30T09:01:30Z,2023-05-30T09:04:56Z,IP Address,73.152.167.49,100,206,TRUE,2023-05-30T09:04:57Z,R_eaC1jHONoRjZBfz,NA,NA,NA,NA,37.179401,-77.385803,anonymous,EN,0.8999999761581421,NA,Virginia,35 to 44 years,Female,Important,Slightly informed,Not informed at all,NA,5+,5+,5+,Unlimited (never remove),4,2,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],1kOu50UigPPH6XzlP4O5Yy,15954811,NA,NA,1,NA,National,{Invalid Expression},696
